

	23:31:40: BODY VALUE: 73
	23:31:40: DISTANCE: 23 cm
	23:31:41: BODY VALUE: 90
	23:31:41: DISTANCE: 23 cm
	23:31:42: BODY VALUE: 15
	23:31:42: DISTANCE: 23 cm
	23:31:43: BODY VALUE: 57
	23:31:43: DISTANCE: 23 cm
	23:31:44: BODY VALUE: 63
	23:31:44: DISTANCE: 23 cm
	23:31:45: BODY VALUE: 18
	23:31:45: DISTANCE: 47 cm
	23:31:46: BODY VALUE: 63
	23:31:46: DISTANCE: 47 cm
	23:31:47: HEART RATE: 110 BPM
	23:31:47: BODY VALUE: 16
	23:31:47: DISTANCE: 47 cm
	23:31:48: RESPIRATORY RATE: 24 BPM
	23:31:48: BODY VALUE: 5
	23:31:48: DISTANCE: 47 cm
	23:31:49: BODY VALUE: 10
	23:31:49: DISTANCE: 47 cm
	23:31:50: HEART RATE: 113 BPM
	23:31:50: BODY VALUE: 20
	23:31:50: DISTANCE: 47 cm
	23:31:51: RESPIRATORY RATE: 23 BPM
	23:31:51: BODY VALUE: 12
	23:31:51: DISTANCE: 47 cm
	23:31:52: BODY VALUE: 4
	23:31:52: DISTANCE: 47 cm
	23:31:53: HEART RATE: 116 BPM
	23:31:53: BODY VALUE: 6
	23:31:53: DISTANCE: 47 cm
	23:31:54: RESPIRATORY RATE: 24 BPM
	23:31:54: BODY VALUE: 8
	23:31:54: DISTANCE: 47 cm
	23:31:55: BODY VALUE: 12
	23:31:55: DISTANCE: 47 cm
	23:31:56: HEART RATE: 119 BPM
	23:31:56: BODY VALUE: 12
	23:31:56: DISTANCE: 47 cm
	23:31:57: RESPIRATORY RATE: 24 BPM
	23:31:57: BODY VALUE: 1
	23:31:57: DISTANCE: 47 cm
	23:31:58: BODY VALUE: 5
	23:31:58: DISTANCE: 47 cm
	23:31:59: HEART RATE: 119 BPM
	23:31:59: BODY VALUE: 5
	23:31:59: DISTANCE: 47 cm


	23:32:00: RESPIRATORY RATE: 23 BPM
	23:32:00: BODY VALUE: 7
	23:32:00: DISTANCE: 47 cm
	23:32:01: BODY VALUE: 11
	23:32:01: DISTANCE: 47 cm
	23:32:02: HEART RATE: 113 BPM
	23:32:02: BODY VALUE: 2
	23:32:02: DISTANCE: 47 cm
	23:32:03: RESPIRATORY RATE: 23 BPM
	23:32:03: BODY VALUE: 10
	23:32:03: DISTANCE: 47 cm
	23:32:04: BODY VALUE: 63
	23:32:04: DISTANCE: 47 cm
	23:32:05: HEART RATE: 107 BPM
	23:32:05: BODY VALUE: 13
	23:32:05: DISTANCE: 47 cm
	23:32:06: RESPIRATORY RATE: 23 BPM
	23:32:06: BODY VALUE: 19
	23:32:06: DISTANCE: 47 cm
	23:32:07: BODY VALUE: 81
	23:32:07: DISTANCE: 47 cm
	23:32:08: HEART RATE: 101 BPM
	23:32:08: BODY VALUE: 13
	23:32:08: DISTANCE: 47 cm
	23:32:09: RESPIRATORY RATE: 23 BPM
	23:32:09: BODY VALUE: 8
	23:32:09: DISTANCE: 47 cm
	23:32:10: BODY VALUE: 3
	23:32:10: DISTANCE: 47 cm
	23:32:11: HEART RATE: 95 BPM
	23:32:11: BODY VALUE: 3
	23:32:11: DISTANCE: 47 cm
	23:32:12: RESPIRATORY RATE: 23 BPM
	23:32:12: BODY VALUE: 13
	23:32:12: DISTANCE: 47 cm
	23:32:13: BODY VALUE: 25
	23:32:13: DISTANCE: 47 cm
	23:32:14: HEART RATE: 91 BPM
	23:32:14: BODY VALUE: 5
	23:32:14: DISTANCE: 47 cm
	23:32:15: RESPIRATORY RATE: 23 BPM
	23:32:15: BODY VALUE: 9
	23:32:15: DISTANCE: 47 cm
	23:32:16: BODY VALUE: 6
	23:32:16: DISTANCE: 47 cm
	23:32:17: HEART RATE: 88 BPM
	23:32:17: BODY VALUE: 12
	23:32:17: DISTANCE: 47 cm
	23:32:18: RESPIRATORY RATE: 23 BPM
	23:32:18: BODY VALUE: 11
	23:32:18: DISTANCE: 47 cm
	23:32:19: BODY VALUE: 6
	23:32:19: DISTANCE: 47 cm
	23:32:20: HEART RATE: 85 BPM
	23:32:20: BODY VALUE: 22
	23:32:20: DISTANCE: 47 cm
	23:32:21: RESPIRATORY RATE: 20 BPM
	23:32:21: BODY VALUE: 14
	23:32:21: DISTANCE: 47 cm
	23:32:22: BODY VALUE: 5
	23:32:22: DISTANCE: 47 cm
	23:32:23: HEART RATE: 84 BPM
	23:32:23: BODY VALUE: 14
	23:32:23: DISTANCE: 47 cm
	23:32:24: RESPIRATORY RATE: 19 BPM
	23:32:24: BODY VALUE: 13
	23:32:24: DISTANCE: 47 cm
	23:32:25: BODY VALUE: 9
	23:32:25: DISTANCE: 47 cm
	23:32:26: HEART RATE: 82 BPM
	23:32:26: BODY VALUE: 7
	23:32:26: DISTANCE: 47 cm
	23:32:27: RESPIRATORY RATE: 19 BPM
	23:32:27: BODY VALUE: 16
	23:32:27: DISTANCE: 47 cm
	23:32:28: BODY VALUE: 6
	23:32:28: DISTANCE: 47 cm
	23:32:29: HEART RATE: 81 BPM
	23:32:29: BODY VALUE: 6
	23:32:29: DISTANCE: 47 cm
	23:32:30: RESPIRATORY RATE: 20 BPM
	23:32:30: BODY VALUE: 11
	23:32:30: DISTANCE: 47 cm
	23:32:31: BODY VALUE: 12
	23:32:31: DISTANCE: 47 cm
	23:32:32: HEART RATE: 81 BPM
	23:32:32: BODY VALUE: 11
	23:32:32: DISTANCE: 47 cm
	23:32:33: RESPIRATORY RATE: 20 BPM
	23:32:33: BODY VALUE: 7
	23:32:33: DISTANCE: 47 cm
	23:32:34: BODY VALUE: 9
	23:32:34: DISTANCE: 47 cm
	23:32:35: HEART RATE: 81 BPM
	23:32:35: BODY VALUE: 33
	23:32:35: DISTANCE: 47 cm
	23:32:36: RESPIRATORY RATE: 20 BPM
	23:32:36: BODY VALUE: 14
	23:32:36: DISTANCE: 47 cm
	23:32:37: BODY VALUE: 12
	23:32:37: DISTANCE: 47 cm
	23:32:38: HEART RATE: 81 BPM
	23:32:38: BODY VALUE: 6
	23:32:38: DISTANCE: 47 cm
	23:32:39: RESPIRATORY RATE: 21 BPM
	23:32:39: BODY VALUE: 9
	23:32:39: DISTANCE: 47 cm
	23:32:40: BODY VALUE: 3
	23:32:40: DISTANCE: 47 cm
	23:32:41: HEART RATE: 81 BPM
	23:32:41: BODY VALUE: 8
	23:32:41: DISTANCE: 47 cm
	23:32:42: RESPIRATORY RATE: 21 BPM
